"","nGene","nReads","orig.ident","percent.mito","percent.ERCC","percent.ribo","res.0.6","plate","cell_ontology_class","tsne_1","tsne_2","tsne_3"
"E20.MAA001862.3_39_F.1.1",5567,728078,"Combined",0,0.00531036320042625,0.0128887289548647,"3","MAA001862","pancreatic A cell",18.1073996191304,24.5461819819982,7.03851967035115
"P13.MAA001862.3_39_F.1.1",7307,1049434,"Combined",0,0.0022305044781228,0.0144792335678089,"1","MAA001862","type B pancreatic cell",12.8164936049754,-14.8108116245077,2.90248226554394
"C2.MAA001862.3_39_F.1.1",4036,205940,"Combined",0,0.0161663258871415,0.00708944352724094,"2","MAA001862","type B pancreatic cell",11.7185475497116,-14.1496769243077,-17.6248699770367
"D13.MAA001862.3_39_F.1.1",6501,975980,"Combined",0,0.0030267339365009,0.00689768232955593,"1","MAA001862","type B pancreatic cell",15.5271527232706,-24.758416181195,2.83838368287882
"E21.MAA001862.3_39_F.1.1",6463,898366,"Combined",0,0.0032309675815897,0.00543542386955873,"1","MAA001862","type B pancreatic cell",16.3889365493494,-25.0821067610958,2.64026856596385
"G7.MAA001862.3_39_F.1.1",5539,454424,"Combined",0,0.00425317454230714,0.0185003432917276,"3","MAA001862","pancreatic A cell",20.8639199405271,23.1240982692291,6.12588041106178
"H12.MAA001862.3_39_F.1.1",6275,755326,"Combined",0,0.00323709155307814,0.00682486767303125,"1","MAA001862","type B pancreatic cell",15.3225336796741,-23.9073723836123,3.19540317388646
"J1.MAA001862.3_39_F.1.1",5915,914961,"Combined",0,0.00386495099133271,0.011139272602876,"3","MAA001862","pancreatic A cell",14.2410723966687,19.4694242892161,6.97177797087011
"G6.MAA001862.3_39_F.1.1",6803,1146045,"Combined",0,0.00330219282301394,0.00802673542487424,"1","MAA001862","type B pancreatic cell",15.8411556376092,-24.4730777645762,1.72249438013248
"H11.MAA001862.3_39_F.1.1",5567,689737,"Combined",0,0.00643470795328174,0.0129846593701657,"3","MAA001862","pancreatic A cell",19.7522366716996,24.8695742187201,6.44738987628536
"I22.MAA001862.3_39_F.1.1",6473,936221,"Combined",0,0.003362856352062,0.0169821014482692,"3","MAA001862","pancreatic A cell",15.414257687378,22.434297545185,5.2750257028793
"K6.MAA001862.3_39_F.1.1",6208,921893,"Combined",0,0.00314769399786333,0.00642156953138813,"1","MAA001862","type B pancreatic cell",12.6258914581528,-22.0738704626817,0.41153682835989
"L13.MAA001862.3_39_F.1.1",6270,806282,"Combined",0,0.00284818541031555,0.00586023252410447,"1","MAA001862","type B pancreatic cell",12.7983798868683,-22.2523361192796,-0.141255723155194
"M21.MAA001862.3_39_F.1.1",6298,638775,"Combined",0,0.0033063189856669,0.00766153966576651,"1","MAA001862","type B pancreatic cell",18.1350333861653,-25.2287708933505,3.78036028292672
"O4.MAA001862.3_39_F.1.1",6126,881288,"Combined",0,0.00346355689087252,0.00744705476529806,"1","MAA001862","type B pancreatic cell",14.9797011702629,-20.0666313408793,4.41221239863838
"K7.MAA001862.3_39_F.1.1",8056,1299937,"Combined",0,0.00133290106877923,0.0081165471865175,"1","MAA001862","type B pancreatic cell",17.5203431974723,-22.8088863862761,5.2323656894636
"C3.MAA001862.3_39_F.1.1",5382,383277,"Combined",0,0.00868519404606412,0.00506944063953746,"2","MAA001862","type B pancreatic cell",16.2203469787279,-22.70914055917,-15.9279953664112
"D14.MAA001862.3_39_F.1.1",3878,263352,"Combined",0,0.013784813112986,0.00222515872292597,"2","MAA001862","type B pancreatic cell",13.7948964359305,-21.0764435882961,-15.5987727041332
"F1.MAA001862.3_39_F.1.1",6024,406654,"Combined",0,0.00319885086491535,0.0115552779512804,"1","MAA001862","type B pancreatic cell",18.3251492527685,-25.5382295621475,4.51882370316752
"G8.MAA001862.3_39_F.1.1",5785,1063908,"Combined",0,0.00400212323169345,0.0143085680340781,"3","MAA001862","pancreatic A cell",16.5461977856158,24.5510868114232,7.48582756257018
"H14.MAA001862.3_39_F.1.1",6912,1204037,"Combined",0,0.00214813335333396,0.00750309168239846,"1","MAA001862","type B pancreatic cell",13.6863891076602,-23.8470354724795,3.44664340715196
"L14.MAA001862.3_39_F.1.1",6303,930530,"Combined",0,0.00237150251623707,0.00628673981494417,"1","MAA001862","type B pancreatic cell",12.386670694989,-22.3808302383945,0.238704112327322
"J2.MAA001862.3_39_F.1.1",5327,748888,"Combined",0,0.00481322507342095,0.0151905224813323,"3","MAA001862","pancreatic A cell",16.5828545155521,20.7235020247746,6.25441538003936
"K8.MAA001862.3_39_F.1.1",6624,1163493,"Combined",0,0.00231009263522917,0.00655354179182857,"1","MAA001862","type B pancreatic cell",15.6226747344972,-25.4415194439211,3.30590869359485
"M22.MAA001862.3_39_F.1.1",6159,1007246,"Combined",0,0.00373089302069795,0.0094862625416234,"1","MAA001862","type B pancreatic cell",18.0463833693038,-20.7658619006899,3.72158809550496
"O6.MAA001862.3_39_F.1.1",6189,1016083,"Combined",0,0.00345916575945705,0.00721594594142408,"1","MAA001862","type B pancreatic cell",12.602939811499,-19.3514638838698,1.30022519036152
"P14.MAA001862.3_39_F.1.1",1806,14365,"Combined",0,0.00402135478055883,0.00180995475113122,"1","MAA001862","udf",7.90375294144691,-15.0009630263372,-2.77082548612492
"L15.MAA001862.3_39_F.1.1",7050,1099390,"Combined",0,0.00234035621691717,0.00974267548367731,"1","MAA001862","type B pancreatic cell",16.43472158286,-23.7266996597299,2.43626079945575
"C4.MAA001862.3_39_F.1.1",5217,683459,"Combined",0,0.00771805016151864,0.0150660098118541,"3","MAA001862","pancreatic A cell",20.0749112372768,24.5874578971451,6.33434329292911
"D15.MAA001862.3_39_F.1.1",5654,891298,"Combined",0,0.00428316717534397,0.00832942517541832,"3","MAA001862","pancreatic PP cell",23.4519773568179,18.0254623437327,8.60353555729682
"F2.MAA001862.3_39_F.1.1",7587,1102847,"Combined",0,0.00167105250055898,0.01047289424553,"1","MAA001862","type B pancreatic cell",18.6147492463568,-20.0375451408621,4.16725078743069
"G9.MAA001862.3_39_F.1.1",7577,922151,"Combined",0,0.00316944533625631,0.00760829842401082,"8","MAA001862","pancreatic D cell",31.5074088030253,0.739901735407353,-1.11012818653587
"H15.MAA001862.3_39_F.1.1",5698,856420,"Combined",0,0.00429941008094238,0.0106956866957801,"3","MAA001862","pancreatic A cell",15.7572333660619,23.9193427172954,7.82218091648491
"J3.MAA001862.3_39_F.1.1",6020,849713,"Combined",0,0.00367708703416431,0.0136140084946329,"3","MAA001862","pancreatic A cell",15.9912721012525,22.9538750686971,6.98157307650287
"K9.MAA001862.3_39_F.1.1",3131,228137,"Combined",0,0.0242382508425861,0.00486988081722824,"2","MAA001862","type B pancreatic cell",12.6480755670481,-20.9466758963948,-16.287761611826
"L16.MAA001862.3_39_F.1.1",5015,706831,"Combined",0,0.00412253771361184,0.00601416746011423,"1","MAA001862","type B pancreatic cell",8.29154988655097,-16.4435229548071,-0.807345660270849
"N1.MAA001862.3_39_F.1.1",5313,738472,"Combined",0,0.00567935477790195,0.0128698176775829,"8","MAA001862","pancreatic D cell",29.9805990644393,3.27594228122701,-0.923487031779925
"O7.MAA001862.3_39_F.1.1",5828,880855,"Combined",0,0.00361517604753572,0.0109041783267394,"3","MAA001862","pancreatic PP cell",20.4296311338144,15.5368963602728,7.54142141764528
"P15.MAA001862.3_39_F.1.1",5464,792554,"Combined",0,0.00499789714199627,0.0167332446748108,"3","MAA001862","pancreatic A cell",15.8593538475535,17.8936640150074,3.44997013779276
"N2.MAA001862.3_39_F.1.1",5009,801027,"Combined",0,0.00604542256535869,0.0147036242224045,"3","MAA001862","pancreatic A cell",14.2198790034598,23.6699811198965,6.06954504066152
"C5.MAA001862.3_39_F.1.1",5359,916011,"Combined",0,0.00607955174292057,0.0158764468985634,"3","MAA001862","pancreatic A cell",16.0971210139881,25.0224508827726,5.8963523331744
"D16.MAA001862.3_39_F.1.1",6218,798809,"Combined",0,0.00478911808714351,0.013371156308955,"3","MAA001862","pancreatic A cell",21.0948659808167,23.0183453776378,6.48467184717882
"F4.MAA001862.3_39_F.1.1",6676,834979,"Combined",0,0.00249442398278752,0.00710077738482046,"1","MAA001862","type B pancreatic cell",15.1497018050506,-24.1816029804138,3.24933901487285
"G10.MAA001862.3_39_F.1.1",6295,984968,"Combined",0,0.00248222892206854,0.00572201330398551,"1","MAA001862","type B pancreatic cell",12.541272088036,-22.2837349671224,2.26071688409579
"H17.MAA001862.3_39_F.1.1",4893,604260,"Combined",0,0.0107769099424893,0.0119236752391355,"8","MAA001862","pancreatic D cell",32.1041992551823,3.41460914342737,-0.0914377970397692
"J4.MAA001862.3_39_F.1.1",6781,1141314,"Combined",0,0.00264431899610256,0.00693674133498757,"1","MAA001862","type B pancreatic cell",13.9117465923577,-23.0025778898798,0.0607569842290693
"K10.MAA001862.3_39_F.1.1",6900,1155008,"Combined",0,0.00245971865240583,0.00993672771097689,"1","MAA001862","type B pancreatic cell",18.1863892379646,-25.8862001345225,2.39390692726521
"L17.MAA001862.3_39_F.1.1",5859,937557,"Combined",0,0.003244706355138,0.0102244450204094,"3","MAA001862","pancreatic PP cell",22.675051745438,17.7397502477607,9.39016661705958
"O8.MAA001862.3_39_F.1.1",5586,737816,"Combined",0,0.00446483386743127,0.0131320003903412,"3","MAA001862","pancreatic PP cell",23.3104862532525,17.4714529711923,7.12265476356901
"N3.MAA001862.3_39_F.1.1",6241,1277417,"Combined",0,0.00311687663052682,0.0121518658355103,"3","MAA001862","pancreatic PP cell",19.4323370321275,15.9263374515599,8.21855836054377
"O9.MAA001862.3_39_F.1.1",7023,1271685,"Combined",0,0.00227211922977041,0.00776528778746309,"1","MAA001862","type B pancreatic cell",9.43176866672955,-18.2304488454447,5.49882305061861
"P18.MAA001862.3_39_F.1.1",6432,879767,"Combined",0,0.00416324728760704,0.0139559678869519,"3","MAA001862","pancreatic PP cell",20.553319171923,15.3638622400572,5.77444876527324
"P16.MAA001862.3_39_F.1.1",5111,686553,"Combined",0,0.00629610813674278,0.0166979097025284,"3","MAA001862","pancreatic A cell",16.049462254961,18.1475873225242,3.00326330311882
"G11.MAA001862.3_39_F.1.1",3424,257000,"Combined",0,0.0182296043885519,0.00377431906614786,"2","MAA001862","type B pancreatic cell",13.2448754066949,-21.026251192657,-16.1813219889315
"H18.MAA001862.3_39_F.1.1",6745,1042496,"Combined",0,0.00256416144266612,0.00730170667321505,"1","MAA001862","type B pancreatic cell",15.445807155509,-24.5322224080135,2.45074524212071
"J6.MAA001862.3_39_F.1.1",5844,913573,"Combined",0,0.00316539258069514,0.0135741752437955,"3","MAA001862","pancreatic A cell",13.8455307764729,23.3468693981616,7.6571465885697
"K11.MAA001862.3_39_F.1.1",5196,850032,"Combined",0,0.00570818984877976,0.0142194646789768,"3","MAA001862","pancreatic A cell",13.2893534791973,21.9852615371194,6.92426459301975
"L18.MAA001862.3_39_F.1.1",6723,841257,"Combined",0,0.00287194196851887,0.00686829351791426,"1","MAA001862","type B pancreatic cell",15.9216815499174,-24.6011318611884,2.6427042329379
"N4.MAA001862.3_39_F.1.1",6542,1102777,"Combined",0,0.00293664248095658,0.00688171769995203,"1","MAA001862","type B pancreatic cell",12.5852304746811,-19.9472676820845,3.77521161037683
"O11.MAA001862.3_39_F.1.1",6203,644880,"Combined",0,0.00447375489751118,0.0108361245503039,"8","MAA001862","pancreatic D cell",30.2075408474641,3.18975160434786,-1.17780500010212
"P19.MAA001862.3_39_F.1.1",6017,1013519,"Combined",0,0.00360308459433102,0.0103925037419131,"1","MAA001862","type B pancreatic cell",13.0966844331489,-14.6549910440619,2.64362795466008
"C7.MAA001862.3_39_F.1.1",6489,1308014,"Combined",0,0.00281541533284491,0.00778584938693317,"1","MAA001862","type B pancreatic cell",9.63294067831321,-18.3616250269737,2.30111417556386
"D17.MAA001862.3_39_F.1.1",5452,914132,"Combined",0,0.00557082761764172,0.0160972375980712,"3","MAA001862","pancreatic A cell",16.8276968777727,24.6572298437616,6.94810775944461
"F6.MAA001862.3_39_F.1.1",6293,1088394,"Combined",0,0.00350113255778608,0.0110612517158308,"3","MAA001862","pancreatic A cell",14.6152025755831,22.7663449161376,7.45777248735068
"J7.MAA001862.3_39_F.1.1",6966,1329715,"Combined",0,0.00166899660494708,0.00715190849166927,"1","MAA001862","type B pancreatic cell",11.5287449286052,-23.1474097668998,3.31224060315675
"K12.MAA001862.3_39_F.1.1",6794,1182833,"Combined",0,0.00337283331479665,0.00810427169346814,"1","MAA001862","type B pancreatic cell",18.492186978812,-20.7708963653387,3.48401074310311
"L19.MAA001862.3_39_F.1.1",5784,682385,"Combined",0,0.00417368970222329,0.0149900715871539,"3","MAA001862","pancreatic A cell",16.1852134375969,22.7502230777231,6.65975991387174
"N6.MAA001862.3_39_F.1.1",6742,968437,"Combined",0,0.00240221927152598,0.00771036216088398,"1","MAA001862","type B pancreatic cell",14.1016801715457,-23.107842077929,1.12390395462506
"O12.MAA001862.3_39_F.1.1",6383,1355135,"Combined",0,0.00267814956718336,0.00737933858988219,"1","MAA001862","type B pancreatic cell",9.37069527242055,-18.4734333921575,2.54170637045921
"P21.MAA001862.3_39_F.1.1",5897,1395267,"Combined",0,0.00456670195795295,0.016189016152464,"1","MAA001862","type B pancreatic cell",10.5648907821216,-14.3504453405406,4.77984190733591
"C8.MAA001862.3_39_F.1.1",5998,952256,"Combined",0,0.00336900494518433,0.0128694384703273,"3","MAA001862","pancreatic A cell",17.68095482608,20.2679518310159,6.39476172318547
"D18.MAA001862.3_39_F.1.1",3382,287173,"Combined",0,0.0136867267943866,0.0109306933451265,"3","MAA001862","pancreatic A cell",0.225608177884263,15.1616137357233,-10.7948494243439
"F7.MAA001862.3_39_F.1.1",5524,641412,"Combined",0,0.00372315391676724,0.0115635504168927,"3","MAA001862","pancreatic A cell",14.3111916289424,23.9419952806873,7.70555973939462
"G13.MAA001862.3_39_F.1.1",6320,934517,"Combined",0,0.00337003040492622,0.00597955949436982,"1","MAA001862","type B pancreatic cell",13.7219736064376,-22.6708797663561,-0.0243066588642203
"H19.MAA001862.3_39_F.1.1",6266,802416,"Combined",0,0.00363323904626854,0.0143429343382983,"3","MAA001862","pancreatic A cell",13.5928783755532,24.1831331836469,6.02955156915824
"F8.MAA001862.3_39_F.1.1",8593,1340131,"Combined",0,0.0013852562239659,0.00714183911871302,"1","MAA001862","type B pancreatic cell",11.7414049006829,-20.0667648806634,-1.61617963141097
"C10.MAA001862.3_39_F.1.1",6405,1333437,"Combined",0,0.00216040421334946,0.0103041988485395,"1","MAA001862","type B pancreatic cell",11.5736812172056,-18.8939772249599,3.80328415405347
"G14.MAA001862.3_39_F.1.1",6456,1090578,"Combined",0,0.00315530652724331,0.00802785312008861,"1","MAA001862","type B pancreatic cell",15.0609892471249,-23.5962106042276,1.45773233042133
"D20.MAA001862.3_39_F.1.1",5127,584786,"Combined",0,0.0049413806598717,0.00978477596932895,"3","MAA001862","pancreatic A cell",17.0958494791811,23.4259999684089,8.23416802434958
"H20.MAA001862.3_39_F.1.1",6580,1184881,"Combined",0,0.0032035292662757,0.0150648039760955,"3","MAA001862","pancreatic A cell",15.5789083734757,21.4931471095739,7.50515790769833
"J8.MAA001862.3_39_F.1.1",5863,829050,"Combined",0,0.00325096122170738,0.00739279898679211,"1","MAA001862","type B pancreatic cell",16.2988982540082,-22.0668926750706,2.97182210662085
"N8.MAA001862.3_39_F.1.1",7100,1113190,"Combined",0,0.00241601740679603,0.00859242357549026,"1","MAA001862","type B pancreatic cell",16.7498904885757,-16.7228518962496,2.35512459424403
"K13.MAA001862.3_39_F.1.1",6187,986765,"Combined",0,0.00285370997454499,0.00624262109012784,"1","MAA001862","type B pancreatic cell",14.8046347749377,-21.608352713708,1.84178607224958
"L21.MAA001862.3_39_F.1.1",5294,739454,"Combined",0,0.00464259802423735,0.0118235887560281,"3","MAA001862","pancreatic A cell",16.2777817532343,23.0060667763544,8.21282770199433
"O13.MAA001862.3_39_F.1.1",6425,1174563,"Combined",0,0.00240446273719757,0.00663565938991778,"1","MAA001862","type B pancreatic cell",12.3443021224274,-18.2987015923007,5.32958883958496
"C11.MAA001862.3_39_F.1.1",5485,796141,"Combined",0,0.00519182902326139,0.00780640615167414,"1","MAA001862","type B pancreatic cell",11.862994016605,-20.3919437106618,-1.27123264712093
"D21.MAA001862.3_39_F.1.1",5041,707585,"Combined",0,0.00647992137040157,0.0170410622045408,"3","MAA001862","pancreatic A cell",22.4160161237177,20.8600350537364,7.28977031465092
"K14.MAA001862.3_39_F.1.1",3624,425405,"Combined",0,0.00924138220148915,0.0152536994158508,"11","MAA001862","leukocyte",-27.6824958940444,-8.11817823693365,3.73103086716495
"L22.MAA001862.3_39_F.1.1",6343,1167171,"Combined",0,0.00255520394202165,0.00721488110996589,"1","MAA001862","type B pancreatic cell",9.09939774786651,-19.0099520670113,0.914102989912747
"F10.MAA001862.3_39_F.1.1",6769,1278791,"Combined",0,0.00149293005482145,0.0062551269128419,"1","MAA001862","type B pancreatic cell",8.6399959149645,-19.643543250461,4.61234320887669
"N10.MAA001862.3_39_F.1.1",5318,844150,"Combined",0,0.00559079086248492,0.0124989634543624,"3","MAA001862","pancreatic A cell",13.232863619173,23.2594015543716,6.88952853121113
"G15.MAA001862.3_39_F.1.1",6412,791386,"Combined",0,0.00446952533464832,0.00744011139949405,"3","MAA001862","pancreatic PP cell",25.0152040081514,19.4686963888237,10.146672641711
"H21.MAA001862.3_39_F.1.1",6051,1257467,"Combined",0,0.00468896802335936,0.0138413175057477,"3","MAA001862","pancreatic PP cell",22.9089867141749,19.2503379907815,8.41723146249094
"J9.MAA001862.3_39_F.1.1",6171,540644,"Combined",0,0.00262329679411732,0.00674935817284572,"1","MAA001862","type B pancreatic cell",18.466593588387,-24.7874900618695,2.32742425185056
"O15.MAA001862.3_39_F.1.1",5557,1129830,"Combined",0,0.00458225370055972,0.0111556605861059,"3","MAA001862","pancreatic A cell",14.4485124747238,19.7695567830885,6.79761899266145
"D22.MAA001862.3_39_F.1.1",6110,988674,"Combined",0,0.00313877879020394,0.0137638898160567,"3","MAA001862","pancreatic A cell",15.6798024510784,21.57632910399,5.3085647970471
"C12.MAA001862.3_39_F.1.1",5834,1075347,"Combined",0,0.00460050151946142,0.0122462795730122,"3","MAA001862","pancreatic A cell",15.6236833314936,21.0874851272204,5.38316161823504
"H22.MAA001862.3_39_F.1.1",5470,902807,"Combined",0,0.00454281325839897,0.0136407892273764,"3","MAA001862","pancreatic A cell",13.9498159554863,21.0242772267816,5.36321805797764
"F11.MAA001862.3_39_F.1.1",6445,846857,"Combined",0,0.0035722143846343,0.00870394883669852,"1","MAA001862","type B pancreatic cell",17.3539823653469,-25.5738914045649,3.83459917606713
"J10.MAA001862.3_39_F.1.1",5783,736395,"Combined",0,0.00535684618719787,0.0120370181763863,"3","MAA001862","pancreatic A cell",17.803571397736,25.0956358415622,6.94424348559685
"K15.MAA001862.3_39_F.1.1",6270,1194086,"Combined",0,0.00244108644219587,0.00551216579040371,"1","MAA001862","type B pancreatic cell",9.43026207871443,-20.443874427764,1.46724710459899
"G16.MAA001862.3_39_F.1.1",5888,1132362,"Combined",0,0.00414046628615653,0.0132448810539386,"3","MAA001862","pancreatic PP cell",22.9470192648348,19.3147674837083,8.27797622585994
"M1.MAA001862.3_39_F.1.1",5102,736133,"Combined",0,0.00774653582789669,0.0184083582722144,"3","MAA001862","pancreatic A cell",17.2997842480644,24.3704493141839,5.6458554253247
"N11.MAA001862.3_39_F.1.1",5336,706517,"Combined",0,0.00693372689577623,0.0113995841572107,"8","MAA001862","pancreatic D cell",30.7329934109913,2.75018458562295,-0.290076846692129
"O16.MAA001862.3_39_F.1.1",4870,496872,"Combined",0,0.00863725331753129,0.00408757184949041,"2","MAA001862","type B pancreatic cell",14.7974793040664,-21.7777355750894,-15.8943744426084
"M3.MAA001862.3_39_F.1.1",6478,921553,"Combined",0,0.00298384418231526,0.00719654756698747,"1","MAA001862","type B pancreatic cell",16.9355788716277,-20.8251942917669,3.24071390946589
"N12.MAA001862.3_39_F.1.1",4770,703852,"Combined",0,0.0073967313357693,0.0135426197552895,"10","MAA001862","endothelial cell",-34.8614893429032,8.73850673281237,-5.65266178259163
"C14.MAA001862.3_39_F.1.1",5892,882853,"Combined",0,0.00350468080879681,0.012873037753737,"3","MAA001862","pancreatic A cell",13.1760534039371,24.0853921901196,6.72196131217048
"O18.MAA001862.3_39_F.1.1",6411,1193450,"Combined",0,0.00294492366173061,0.00763835937827307,"1","MAA001862","type B pancreatic cell",12.924992256118,-18.7935780314033,5.37811206049256
"E1.MAA001862.3_39_F.1.1",3976,271236,"Combined",0,0.0141031419473967,0.00518367768290345,"2","MAA001862","type B pancreatic cell",15.5911555009286,-21.7203193797761,-15.3564651019467
"F13.MAA001862.3_39_F.1.1",4953,785759,"Combined",0,0.00842091182587276,0.0124745628112437,"8","MAA001862","pancreatic D cell",31.2814955528153,2.79258051630777,0.671240354887451
"G17.MAA001862.3_39_F.1.1",7239,1323196,"Combined",0,0.00227866006946068,0.00600515721026968,"1","MAA001862","type B pancreatic cell",12.4504382567733,-22.6501768417366,2.63172154495973
"I2.MAA001862.3_39_F.1.1",4622,657660,"Combined",0,0.0104572606491025,0.0353176413344281,"11","MAA001862","leukocyte",-24.1466900501162,-8.55500672165273,1.67605989209503
"J11.MAA001862.3_39_F.1.1",6276,1008775,"Combined",0,0.00266936899083022,0.007107630541994,"1","MAA001862","type B pancreatic cell",12.4971765832177,-22.1179000070191,1.38960426582005
"K16.MAA001862.3_39_F.1.1",5413,805899,"Combined",0,0.00548777929427677,0.0127236787736429,"3","MAA001862","pancreatic A cell",15.1908650146483,23.4768781365622,8.67479895472643
"I3.MAA001862.3_39_F.1.1",5324,1211235,"Combined",0,0.00330384694507303,0.0298942814565299,"11","MAA001862","leukocyte",-25.019324002528,-8.7196895384341,2.10626095825229
"J12.MAA001862.3_39_F.1.1",7031,1284815,"Combined",0,0.00225050147043635,0.006778407786335,"1","MAA001862","type B pancreatic cell",13.1958752257573,-23.6271583027472,3.26199025011819
"K17.MAA001862.3_39_F.1.1",6563,1080309,"Combined",0,0.00276469024392045,0.00659070691811324,"1","MAA001862","type B pancreatic cell",12.6291420878031,-22.1604765734062,0.162619984294378
"M4.MAA001862.3_39_F.1.1",6650,1073130,"Combined",0,0.00233627699896713,0.00577842386290571,"1","MAA001862","type B pancreatic cell",10.5684967961035,-20.8999908006976,2.81271151291141
"N13.MAA001862.3_39_F.1.1",3935,337454,"Combined",0,0.0137105613117246,0.00367457490502409,"2","MAA001862","type B pancreatic cell",13.6184864551051,-21.3063935230071,-15.3782585614022
"O19.MAA001862.3_39_F.1.1",5684,1025446,"Combined",0,0.00426088087983112,0.0131367229478685,"3","MAA001862","pancreatic A cell",14.6593240149246,22.2167467768003,7.33821004164969
"C15.MAA001862.3_39_F.1.1",6170,1176982,"Combined",0,0.00356925765197706,0.00719552210654029,"1","MAA001862","type B pancreatic cell",11.4325101473999,-19.7989801835944,-0.218928905339801
"E5.MAA001862.3_39_F.1.1",3641,640612,"Combined",0,0.00923469995344759,0.0205709540252134,"11","MAA001862","leukocyte",-28.2149127016664,-8.35871874852521,3.91787541042574
"F14.MAA001862.3_39_F.1.1",5459,1171384,"Combined",0,0.00408607452877511,0.0142959097955922,"3","MAA001862","pancreatic A cell",14.6602861093238,19.6565653622516,6.95760987090841
"G18.MAA001862.3_39_F.1.1",6298,937582,"Combined",0,0.00583932163348316,0.0149480258793364,"8","MAA001862","pancreatic D cell",30.9335694746855,2.61337827155487,-0.398400684107381
"J13.MAA001862.3_39_F.1.1",5929,868679,"Combined",0,0.00521965972582472,0.0120827140980731,"8","MAA001862","pancreatic D cell",31.1058174097174,2.82384417341391,0.231952578258477
"K18.MAA001862.3_39_F.1.1",6006,872516,"Combined",0,0.00392258936562734,0.00760559118686649,"1","MAA001862","type B pancreatic cell",16.1618709558824,-21.5498958577075,2.64622045756747
"M5.MAA001862.3_39_F.1.1",6318,1124957,"Combined",0,0.00271360917999535,0.00545354177981914,"1","MAA001862","type B pancreatic cell",11.1891246171754,-22.2807354948643,1.71414629540173
"N14.MAA001862.3_39_F.1.1",5274,868965,"Combined",0,0.0063679628236295,0.0157048903005299,"3","MAA001862","pancreatic A cell",17.2152932081088,24.4874703326073,7.89413844118319
"O20.MAA001862.3_39_F.1.1",5928,1084368,"Combined",0,0.00350675988619572,0.0112526374810028,"3","MAA001862","pancreatic PP cell",20.3597151288268,15.8528750104655,7.56117212494469
"C16.MAA001862.3_39_F.1.1",6020,1118295,"Combined",0,0.00372835150737652,0.00703392217616997,"1","MAA001862","type B pancreatic cell",11.720466457393,-19.0834132996905,2.02892805467755
"E6.MAA001862.3_39_F.1.1",6733,1067618,"Combined",0,0.00244525735002126,0.00552913120610555,"1","MAA001862","type B pancreatic cell",14.6230806618004,-21.0813603906768,2.77773769661094
"F16.MAA001862.3_39_F.1.1",6652,1064422,"Combined",0,0.00239648577900783,0.00767270875648944,"1","MAA001862","type B pancreatic cell",15.6107462740163,-24.3710467585674,2.49856671325163
"G19.MAA001862.3_39_F.1.1",6638,1345060,"Combined",0,0.00204034693317307,0.00667479517642336,"1","MAA001862","type B pancreatic cell",9.14906985257317,-20.184128992506,1.99800319545082
"I4.MAA001862.3_39_F.1.1",5340,626363,"Combined",0,0.00744775085847213,0.0145251236104304,"8","MAA001862","pancreatic D cell",30.4605412999559,3.04798317125175,0.0193937805954526
"C18.MAA001862.3_39_F.1.1",6197,1244500,"Combined",0,0.0035701732402745,0.00764323021293692,"1","MAA001862","type B pancreatic cell",11.2489272647313,-19.3994155447468,3.14454011635019
"O21.MAA001862.3_39_F.1.1",5343,798266,"Combined",0,0.00586320354083694,0.0178975429242884,"3","MAA001862","pancreatic A cell",16.6141550981422,24.3805761567251,5.93629614819637
"C19.MAA001862.3_39_F.1.1",5148,723835,"Combined",0,0.00661356418821553,0.00336264480164678,"2","MAA001862","type B pancreatic cell",16.0190568437768,-22.4415375172188,-13.5883841551753
"E9.MAA001862.3_39_F.1.1",6284,1046798,"Combined",0,0.00257550969460725,0.00584066840020711,"1","MAA001862","type B pancreatic cell",11.281253504588,-20.821437916141,2.12413380682157
"F18.MAA001862.3_39_F.1.1",6775,1249435,"Combined",0,0.00243356596456798,0.0053328104303145,"1","MAA001862","type B pancreatic cell",10.2735696895213,-21.0272780956717,0.290052146833175
"E7.MAA001862.3_39_F.1.1",5498,803516,"Combined",0,0.00328345508290507,0.0128945783282474,"3","MAA001862","pancreatic A cell",16.2453945209477,19.7372557814798,6.59408852710006
"G21.MAA001862.3_39_F.1.1",5361,887717,"Combined",0,0.00585033053695597,0.0122775614300503,"3","MAA001862","pancreatic A cell",15.7045581730219,24.7935110158916,7.79798856801669
"I7.MAA001862.3_39_F.1.1",7459,1231793,"Combined",0,0.00270900684052564,0.00861021291726776,"1","MAA001862","type B pancreatic cell",16.4703149500927,-27.4566588841904,3.54622480835709
"J16.MAA001862.3_39_F.1.1",5836,887036,"Combined",0,0.0048967860704666,0.0109803886200786,"3","MAA001862","pancreatic A cell",15.6140067716467,23.8549559198927,7.52811845151956
"F17.MAA001862.3_39_F.1.1",8593,1322488,"Combined",0,0.00210371273606404,0.0121127753144074,"3","MAA001862","pancreatic A cell",25.1870757775251,19.5954291661348,10.3695813406243
"G20.MAA001862.3_39_F.1.1",5459,892362,"Combined",0,0.0046024040477954,0.0119278947333033,"3","MAA001862","pancreatic PP cell",23.3368849056631,18.6126259696715,8.51840014354211
"I6.MAA001862.3_39_F.1.1",6538,1137832,"Combined",0,0.00339142194474224,0.0152421447102911,"3","MAA001862","pancreatic A cell",19.4237932524505,20.377569564464,7.42465341953097
